"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
32,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","70,","Mexico,","<=50K"
36,"10th,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
55,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","India,",">50K"
36,"Assoc-voc,","Widowed,","?,","Female,","20,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,",">50K"
28,"Bachelors,","Never-married,","Tech-support,","Female,","35,","United-States,","<=50K"
67,"Bachelors,","Widowed,","Exec-managerial,","Male,","40,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Never-married,","Transport-moving,","Male,","70,","United-States,","<=50K"
25,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
40,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
78,"HS-grad,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
49,"HS-grad,","Never-married,","Adm-clerical,","Female,","44,","United-States,","<=50K"
22,"Assoc-acdm,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
60,"HS-grad,","Never-married,","Farming-fishing,","Male,","42,","United-States,","<=50K"
45,"HS-grad,","Widowed,","Protective-serv,","Male,","40,","United-States,",">50K"
63,"Assoc-voc,","Divorced,","Other-service,","Female,","20,","United-States,","<=50K"
41,"HS-grad,","Never-married,","Craft-repair,","Female,","35,","United-States,","<=50K"
47,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"Some-college,","Widowed,","Prof-specialty,","Female,","40,","United-States,","<=50K"
46,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
41,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","30,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","50,","United-States,",">50K"
35,"HS-grad,","Never-married,","Exec-managerial,","Male,","45,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
45,"Masters,","Divorced,","Prof-specialty,","Male,","45,","United-States,","<=50K"
48,"Bachelors,","Divorced,","Exec-managerial,","Male,","58,","United-States,",">50K"
40,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
20,"Some-college,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
50,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","65,","United-States,",">50K"
38,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
23,"Bachelors,","Never-married,","Prof-specialty,","Female,","60,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Other-service,","Male,","16,","United-States,","<=50K"
58,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
66,"HS-grad,","Separated,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
54,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,",">50K"
26,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","Germany,","<=50K"
51,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
34,"Assoc-voc,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
42,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","44,","United-States,",">50K"
38,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","25,","United-States,","<=50K"
48,"7th-8th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
33,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Female,","40,","United-States,",">50K"
51,"HS-grad,","Widowed,","Other-service,","Female,","32,","United-States,","<=50K"
22,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Male,","30,","United-States,","<=50K"
41,"Some-college,","Never-married,","Craft-repair,","Male,","50,","Japan,","<=50K"
48,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
42,"HS-grad,","Separated,","Sales,","Female,","30,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","50,","Yugoslavia,","<=50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Male,","45,","?,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
48,"10th,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
48,"Masters,","Married-spouse-absent,","Sales,","Male,","50,","India,","<=50K"
31,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
20,"Assoc-acdm,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
27,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
76,"7th-8th,","Widowed,","?,","Male,","2,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Male,","40,","United-States,","<=50K"
66,"9th,","Married-civ-spouse,","Exec-managerial,","Male,","1,","?,","<=50K"
37,"HS-grad,","Never-married,","Other-service,","Male,","75,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Priv-house-serv,","Female,","30,","United-States,","<=50K"
34,"11th,","Married-civ-spouse,","?,","Female,","8,","United-States,","<=50K"
90,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
43,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
24,"Some-college,","Never-married,","Tech-support,","Female,","37,","United-States,","<=50K"
28,"Prof-school,","Divorced,","Prof-specialty,","Male,","55,","United-States,","<=50K"
64,"Assoc-acdm,","Never-married,","?,","Female,","20,","United-States,","<=50K"
23,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Female,","50,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
61,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
53,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","Canada,",">50K"
30,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
52,"Some-college,","Married-civ-spouse,","Sales,","Male,","55,","United-States,",">50K"
38,"Some-college,","Divorced,","Craft-repair,","Male,","40,","Iran,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
30,"12th,","Married-civ-spouse,","Transport-moving,","Male,","75,","United-States,","<=50K"
41,"Assoc-voc,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
49,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","47,","United-States,",">50K"
43,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","35,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","32,","Mexico,","<=50K"
34,"Assoc-acdm,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Sales,","Male,","80,","United-States,",">50K"
38,"Some-college,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
35,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","80,","United-States,",">50K"
36,"12th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
36,"Assoc-acdm,","Divorced,","Tech-support,","Female,","60,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Female,","20,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
48,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Female,","46,","United-States,",">50K"
17,"11th,","Never-married,","Adm-clerical,","Male,","15,","United-States,","<=50K"
19,"Some-college,","Never-married,","Craft-repair,","Male,","20,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Sales,","Male,","50,","Taiwan,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
43,"Assoc-voc,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
43,"Bachelors,","Separated,","Prof-specialty,","Female,","40,","United-States,","<=50K"
19,"HS-grad,","Divorced,","Exec-managerial,","Female,","35,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
41,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Exec-managerial,","Male,","35,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","52,","United-States,",">50K"
38,"HS-grad,","Divorced,","Craft-repair,","Male,","28,","United-States,","<=50K"
41,"Assoc-acdm,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
44,"Bachelors,","Never-married,","Sales,","Male,","50,","United-States,",">50K"
31,"Doctorate,","Married-spouse-absent,","Prof-specialty,","Male,","60,","China,","<=50K"
34,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Male,","20,","India,","<=50K"
62,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Sales,","Female,","25,","United-States,",">50K"
43,"Some-college,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
68,"7th-8th,","Married-civ-spouse,","?,","Male,","8,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Male,","60,","United-States,",">50K"
39,"9th,","Married-civ-spouse,","Exec-managerial,","Male,","40,","Mexico,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
34,"Assoc-acdm,","Married-civ-spouse,","Prof-specialty,","Female,","25,","United-States,",">50K"
34,"HS-grad,","Divorced,","Adm-clerical,","Female,","33,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Prof-specialty,","Male,","47,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","25,","United-States,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
41,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","55,","United-States,","<=50K"
35,"Masters,","Married-civ-spouse,","Sales,","Male,","45,","Mexico,",">50K"
33,"Bachelors,","Married-civ-spouse,","Sales,","Female,","45,","United-States,",">50K"
37,"Bachelors,","Never-married,","Adm-clerical,","Male,","38,","United-States,","<=50K"
69,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
60,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","70,","?,",">50K"
36,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
58,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
53,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Japan,","<=50K"
29,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
45,"HS-grad,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","38,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
48,"Some-college,","Divorced,","Other-service,","Female,","35,","United-States,","<=50K"
20,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
63,"HS-grad,","Widowed,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
41,"Some-college,","Divorced,","Other-service,","Male,","45,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
30,"Some-college,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Divorced,","?,","Female,","40,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Other-service,","Female,","40,","Mexico,","<=50K"
37,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","38,","United-States,","<=50K"
42,"Some-college,","Divorced,","?,","Male,","40,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","Jamaica,",">50K"
46,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
35,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","60,","United-States,",">50K"
27,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","53,","United-States,","<=50K"
41,"1st-4th,","Married-civ-spouse,","Craft-repair,","Male,","35,","Mexico,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
59,"HS-grad,","Widowed,","Sales,","Female,","40,","Germany,","<=50K"
40,"Bachelors,","Never-married,","Other-service,","Male,","37,","United-States,","<=50K"
56,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
33,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","44,","United-States,",">50K"
30,"Some-college,","Never-married,","Exec-managerial,","Female,","60,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","35,","United-States,",">50K"
50,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
25,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
40,"Some-college,","Divorced,","Adm-clerical,","Female,","39,","United-States,","<=50K"
24,"Some-college,","Never-married,","?,","Male,","40,","?,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","54,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","54,","Mexico,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
28,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","50,","United-States,",">50K"
26,"Bachelors,","Never-married,","Transport-moving,","Male,","40,","?,","<=50K"
20,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","28,","United-States,","<=50K"
44,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Widowed,","Transport-moving,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
54,"Assoc-acdm,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
50,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
33,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
65,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","20,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Female,","8,","United-States,","<=50K"
88,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Adm-clerical,","Female,","43,","United-States,","<=50K"
50,"11th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
25,"Masters,","Married-civ-spouse,","Farming-fishing,","Male,","99,","United-States,",">50K"
20,"Assoc-voc,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
58,"Some-college,","Married-civ-spouse,","?,","Male,","40,","United-States,",">50K"
22,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,",">50K"
47,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"11th,","Never-married,","Other-service,","Male,","45,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,",">50K"
40,"Bachelors,","Divorced,","Exec-managerial,","Female,","45,","United-States,",">50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
59,"Some-college,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
65,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","30,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Adm-clerical,","Female,","65,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Prof-specialty,","Male,","35,","United-States,","<=50K"
51,"Assoc-voc,","Divorced,","Other-service,","Male,","40,","United-States,","<=50K"
48,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
49,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
51,"Assoc-acdm,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
59,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","Dominican-Republic,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","?,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","80,","United-States,",">50K"
30,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
37,"Bachelors,","Divorced,","Craft-repair,","Male,","35,","United-States,","<=50K"
44,"Bachelors,","Never-married,","Other-service,","Male,","40,","United-States,",">50K"
33,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
61,"Masters,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
61,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Sales,","Male,","42,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Male,","30,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
37,"Some-college,","Separated,","Adm-clerical,","Male,","62,","United-States,","<=50K"
31,"Some-college,","Divorced,","Craft-repair,","Female,","20,","United-States,","<=50K"
54,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
20,"Some-college,","Never-married,","Other-service,","Male,","16,","United-States,","<=50K"
63,"Bachelors,","Widowed,","?,","Female,","40,","United-States,",">50K"
48,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Divorced,","?,","Female,","41,","China,","<=50K"
31,"Bachelors,","Divorced,","Exec-managerial,","Male,","45,","United-States,","<=50K"
38,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
48,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
55,"HS-grad,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
38,"Masters,","Married-civ-spouse,","Transport-moving,","Male,","72,","?,",">50K"
29,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
42,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
50,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","England,","<=50K"
75,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
52,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
31,"11th,","Separated,","Other-service,","Female,","42,","United-States,","<=50K"
23,"Some-college,","Never-married,","Sales,","Female,","30,","United-States,","<=50K"
34,"HS-grad,","Never-married,","Sales,","Female,","24,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","Cuba,","<=50K"
31,"HS-grad,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
42,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"Masters,","Never-married,","Prof-specialty,","Male,","45,","United-States,",">50K"
55,"HS-grad,","Separated,","Adm-clerical,","Female,","25,","United-States,","<=50K"
36,"HS-grad,","Widowed,","Exec-managerial,","Female,","40,","United-States,","<=50K"
65,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","59,","United-States,",">50K"
38,"Some-college,","Never-married,","Other-service,","Male,","12,","United-States,","<=50K"
62,"Some-college,","Widowed,","Other-service,","Female,","20,","United-States,","<=50K"
54,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
49,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
48,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","?,","<=50K"
52,"HS-grad,","Divorced,","Adm-clerical,","Female,","43,","United-States,","<=50K"
28,"Some-college,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Never-married,","Adm-clerical,","Female,","50,","United-States,","<=50K"
57,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
43,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
37,"Some-college,","Separated,","Adm-clerical,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","48,","United-States,",">50K"
69,"Assoc-voc,","Widowed,","?,","Female,","1,","United-States,","<=50K"
73,"HS-grad,","Widowed,","Other-service,","Female,","37,","United-States,","<=50K"
22,"Some-college,","Never-married,","Craft-repair,","Male,","35,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Sales,","Female,","45,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
50,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","37,","United-States,","<=50K"
44,"Bachelors,","Divorced,","Protective-serv,","Male,","40,","United-States,","<=50K"
47,"Bachelors,","Never-married,","Exec-managerial,","Female,","45,","United-States,","<=50K"
27,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
28,"Assoc-acdm,","Never-married,","Other-service,","Female,","80,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
46,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
67,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","7,","United-States,",">50K"
47,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","35,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
52,"HS-grad,","Never-married,","Sales,","Male,","50,","United-States,","<=50K"
